id,content,vertical
1414,（2016秋?和平区校级月考）如图，平面直角坐标系中，四边形OABC为矩形，其中点A，C分别在x轴和y轴上，点B的坐标为（3，4），点M，N分别是OA，BC边上的动点，且OM=BN，过点N作NP⊥BC于点P，连接MP，设OM=m（0＜m＜3）（1）求点P的坐标（用含m的代数式表示）；（2）若△MPA是等腰三角形，求m的值．,0,1,1,0,0,0,0
980,正方形ABCD，点E在CD上，点F在BE上，连接AF、CF，∠BFC=1/2∠ABF+45°（1）求证：∠FAB=∠BFA；（2）过F作AF⊥FG交BC于G，EF=2，BG=9，求BF的长．,0,1,1,0,0,0,0
601,如图，EF为△ABC的中位线，AD为BC边上的中线．请从点A，B，C，D，E，F中选出四个点，使以这四个点为顶点的四边形为平行四边形（要求至少找出三个平行四边形）．,0,1,0,0,1,0,0
359,在△ABC中，已知∠A，∠B，∠C的度数之比1：2：3，最小边BC的长为4，最长边AB是多少？,0,1,0,0,0,0,0
1142,如图，在△ABC中，CD⊥AB于D，DE⊥AC于E，DF⊥BC于F，求证：△CEF∽△CBA．,0,1,0,0,0,0,0
593,已知，如图，点C、E、B、F在同一条直线上，AC∥DF，AC=DF，BC=EF．求证：四边形AEDB是平行四边形．,0,0,0,0,1,0,0
861,在图1和图2中，AB∥CD，你能说明∠A，∠E，∠C之间的数量关系吗？,0,0,0,0,0,1,0
820,如图1，直线AB∥CD，P是截线MN上的一点．（1）若∠MNB=45°，∠MDP=20°，求∠MPD；（2）如图1，当点P在线段MN上运动时，∠CDP与∠ABP的平分线交于Q，问∠Q/∠DPB是否为定值，若是定值，请求出；若不是，说明其范围；（3）如图2，若T是直线MN上且位于M点的上方的一点，如图所示，当点P在射线MT上运动时，∠CDP与∠ABP的平分线交于Q，问∠Q/∠DPB的值是否和（2）问中的情况一样呢，请将图形补充完整并说明理由．,0,1,0,0,0,1,1
755,如图，已知EF⊥AC于点F，DB⊥AC于点M，∠1=∠2，∠3=∠C（1）求证：DM∥EF；（2）若∠ANM=70°，求∠BAN的度数；（3）解决本题用了本章的那些知识点？写出两条两条直线都和第三条直线平行，那么这两条直线平行、在同一平面内，如果两条直线同时垂直于同一条直线，那么这两条直线平行．,0,0,0,0,0,1,0
697,如图，直线a，b被直线c所截，若∠1+∠2=180°，判断直线a与b是否平行，并说明理由．,0,0,0,0,0,1,0
552,如图，矩形OABC中，OA=4，OC=8，点D是线段OB的中点，点P从点A出发，以每秒1个单位的速度沿射线AO作匀速运动，点Q从点O出发，以每秒2个单位的速度沿x轴正半轴作匀速运动，P，Q同时出发，设运动的时间为t．（1）求点B，点D的坐标；（2）函数y=k/x经过点D，R为y=k/x上一点，在P，Q的整个运动过程中，若以点P，Q，B，R为顶点的四边形是平行四边形，求R点的坐标．,0,0,1,0,1,0,0
1383,（2019秋?长葛市校级月考）如图，矩形ABCD，AB=6，BC=4，过对角线BD中点O的直线分别交AB、CD边于点E，F．（1）求证：四边形DEBF是平行四边形；（2）当四边形DEBF是菱形时，求菱形的长．,0,1,1,1,1,0,0
336,如图，在△ABC中，AB=AC，BD是AC上的高，且AD=1/2AC，求∠C的度数．,0,1,0,0,0,0,0
199,如图，△ADC≌△AFB，∠DAB=20°，DA∥BF，DC，BF交于点E．（1）求∠FAC的度数；（2）AF与DC平行吗？为什么？,0,1,0,0,0,0,0
1248,已知△ABC∽△A′B′C′，且△ABC的三边长比为3：5：7，而△A′B′C′的最大边长为15cm，求△A′B′C′的周长．,0,1,0,0,0,0,0
168,如图，△ABC≌△A′B′C′，AD、A′D′分别是△ABC和△A′B′C′的中线．（1）求证：AD=A′D′；（2）用文字语言叙述上述问题的结论．,0,1,0,0,0,0,0
185,如图所示，△ADB≌△EDB，△BDE≌△CDE，点B，E，C三点在同一直线上，（1）试说明：BD平分∠ABE；（2）试说明：DE⊥BC；（3）求∠C的度数．,0,1,0,0,0,0,0
1070,如图，在Rt△ABC中，∠C=90°，AD是角平分线，且∠CED=∠CDE，求证：CF⊥AB．,0,1,0,0,0,0,0
172,如图，已知△ABD≌△ACE，点B和点C是对应顶点，AD=7cm，AC=5cm，∠ABD=38°，∠E=26°，求BE的长和∠COD的度数．,0,1,0,0,0,0,0
953,（2018春?宿豫区期末）如图，在正方形ABCD中，点E是BC边上的一动点，点F是CD上一点，且CE=DF，AF、DE相交于点G．（1）求证：△ADF≌△DCE；（2）若BG=BC，求DG/AG的值．,0,1,1,0,0,0,0
609,如图，在四边形ABCD中，AB=AD，BD平分∠ADC，E是CD的延长线上一点，且∠AEC=1/2∠ADC，求证：四边形ABDE是平行四边形．,0,0,0,0,1,0,0
1018,正方形ABCD中，点P是对角线BD的中点，过P点的直线分别交边AD，BC于M，N，EP⊥MN交边AB于点E．（1）求证：AE=DM；（2）△EMN是等腰直角三角形吗？请证明你的结论．,0,1,1,0,0,0,0
1339,如图．在四边形ABCD中，AB∥CD，∠B=∠D，AE平分∠BAD交BC于E．若AB=2，AE=2?2，试判断四边形ABCD的形状，并说明理由．,0,0,1,0,0,0,0
360,如图，在△ABC中，∠C=60°，且高BE经过高AD的中点F．求证：BF=4EF．,0,1,0,0,0,0,0
716,若∠1=∠2=55°，直线a、b平行吗？为什么？,0,0,0,0,0,1,0
841,如图，AB∥CD，∠B=42°，∠D=17°，求∠E+∠F的度数．,0,0,0,0,0,1,0
1437,如图，矩形ABCD的对角线相交于点O，DE∥AC，CE∥BD．（1）求证：四边形OCED是菱形．（2）如果△DEC为等边三角形，求矩形长和宽的比是多少．,0,1,1,1,0,0,0
1439,如图所示，已知在矩形ABCD中，对角线AC，BD相交于点O，AE⊥BD，垂足为E，∠DAE：∠BAE=3：1，求∠EAC的度数．,0,0,1,0,0,0,0
1310,已知A（0，1）、B（4．-1）、C（7，5）、D（3，7）四点的坐标，求证：四边形ABCD是矩形．,0,0,1,0,0,0,0
100,在△ABC和△A′B′C′中，∠A=∠A′=30°，∠B=∠B′=60°，∠C=∠C′=90°，这两个三角形全等吗？,0,1,0,0,0,0,0
1495,如图，∠C=36°，∠B=72°，∠BAD=36°．（1）求∠1和∠2的度数；（2）找出图中的等腰三角形，并加以证明．,0,1,0,0,0,0,0
989,已知：如图，点P是正方形ABCD的对角线AC上一点，过点P作EF⊥DP，交AB于点E，交CD于点G，交BC的延长线于点F．（1）求证：DP=PF；（2）若正方形ABCD的边长为3，且CP=?2，求线段AE的长度．,0,1,1,0,0,0,0
1125,如图，点A、B、D、C都在圆上?BD=?DC，AD与BC相交于点E．（1）图中一共有3对相似三角形；（2）若AB=6，AC=4，AE=3，试求AD、CD的长．,0,1,0,0,0,0,0
1149,如图，在△ABC中，BD⊥AC于D，CE⊥AB于E，求证：△ADE∽△ABC．,0,1,0,0,0,0,0
229,如图所示，已知△ABD≌△ACE，试说明BE=CD，∠DCO=∠EBO的理由．,0,1,0,0,0,0,0
151,如图，△ADF≌△BCE，∠B=30°，BC=5cm，DF=4cm，∠F=40°，求：（1）∠BDF的度数；（2）请估计△ADF的周长l的取值范围．,0,1,0,0,0,0,0
1027,如图，在正方形ABCD中，对角线AC，DB相交于点O．点E是OB上一点，DF⊥CE于点F．交OC于点G．求证：DE=AG．,0,1,1,0,0,0,0
646,（2019?广安）如图，点E是?ABCD的CD边的中点，AE、BC的延长线交于点F，CF=3，CE=2，求?ABCD的周长．,0,1,0,0,1,0,0
187,△ABC≌△DEF，AC与DF是对应边，∠A与∠D是对应角．（1）如果∠A=60°，∠B=35°，求DFE的度数．（2）AB∥DE成立吗，请说明理由．,0,1,0,0,0,0,0
843,完成下面的证明．已知：如图，BC∥DE，BE、DF分别是∠ABC、∠ADE的平分线．求证：∠1=∠2．,0,0,0,0,0,1,0
946,（2018春?宁远县期中）已知：如图，在正方形ABCD中，E是CD边上的一点，F为BC延长线上一点，且CE=CF．（1）求证：△BEC≌△DFC；（2）如果BC+DF=9，CF=3，求正方形ABCD的面积．,0,1,1,0,0,0,0
749,已知AB∥CD，AD∥BC，AC恰好是∠BAD的平分线，AE平分∠BAC交BC于E，AF平分∠CAD交CD于F，连EF，CG平分∠DCH，若∠EAC和∠AEF互余，求证：EF∥CG．,0,0,0,0,0,1,0
547,在平面直角坐标系中，A（2，0），B（-2，0），C（0，-3），求点D坐标，使A、B、C、D四点组成平行四边形，并求出对应面积．,0,0,0,0,1,0,0
429,（2018秋?海珠区期末）如图，已知直线AB以及点C、点D、点E．（1）画直线CD交直线AB于点O，画射线OE；（2）在（1）所画的图中，若∠AOE=40°，∠EOD：∠AOC=3：4，求∠AOC的度数．,0,0,0,0,0,0,1
175,如图所示，△ABC≌△ADE，∠D和∠B是对应角，∠CAD=15°，∠B=35°，∠EAB=106°，求∠DFB和∠DGB的度数．,0,1,0,0,0,0,0
472,如图，直线AB、CD相交于点O，∠DOE=90°．（1）在∠1、∠2、∠3、∠4中，哪些角为对顶角？哪些角互为余角？哪些角互为补角？（2）设∠1=50°，求∠2、∠3、∠4的度数．,0,0,0,0,0,0,1
500,如图，有一圆台形工件，要测量锥角的大小（即∠COD），工人师傅采用图中的办法，测量出∠AOB的大小，就是∠COD的大小，为什么，请说明理由．,0,0,0,0,0,0,1
458,如图，点O是直线AB上的一点，OC是∠AOD的平分线，已知∠BOD的余角等于∠AOC的1/3，求∠BOD的邻补角的度数．,0,0,0,0,0,0,1
1197,两个相似三角形对应角平分线比为2：3，周长差是25，求较大三角形周长．,0,1,0,0,0,0,0
1459,（1）矩形ABCD内有一点P，若PA^2+PC^2=10，求PB^2+PD^2的值；（2）由（1）你能得出什么猜想？请说说猜想的依据．,0,0,1,0,0,0,0
1305,如图所示，在等腰三角形ABC中．底边BC上有任意一点P，则点P到两腰的距离之和等于定长（腰上的高），即PD+PE=CF，若点P在BC的延长线上，那么PD，PE和CF存在什么等式关系？写出你的猜想并加以证明．（提示：有三个角等于90°的四边形是长方形．）,0,1,1,0,0,0,0
686,（2010春?昌宁县校级期末）如图，已知∠B=142°，∠BFE=38°，∠EFD=40°，∠D=140°，求证：AB∥CD．,0,0,0,0,0,1,0
212,如图，△ADC≌△AFB，∠DAB=20°，DA∥BF，DC、BF交于E，∠FEC=110°．（1）求∠FAC的度数；（2）AF平行于DC吗？说明理由；（3）求∠BAC的度数．,0,1,0,0,0,0,0
580,如图，四边形ABCD对角线交于点O，且O为AC中点，AE=CF，DF∥BE，求证：四边形ABCD是平行四边形．,0,0,0,0,1,0,0
1272,如图所示，在△ABC中，点D是AB上一点，连接CE，△ABC∽△ACD且AD=4，BD=5．求△ACD与△ABC的相似比．,0,1,0,0,0,0,0
659,（2017秋?港南区期末）如图，在平行四边形ABCD中，点E、F在AC上，且∠ABE=∠CDF，求证：CE=AF．,0,1,0,0,1,0,0
817,如图，直线AB⊥CD于点O，DH交EF于点G，若AB∥EF，∠CDH=135°，求∠FGH的度数．,1,0,0,0,0,1,0
1274,如图，∠B=∠C=∠EDF，若△DEF与△BDF、△CED都相似，请写出你能够得到的结论，并请说明理由．,0,1,0,0,0,0,0
769,（2019春?鹿城区校级期中）如图，已知AB∥CD，∠B=60°，∠FCG=90°，CF平分∠BCE，求∠BCE的度数．,0,0,0,0,0,1,0
346,在Rt△ABC中，∠C=90°，AC=7，∠A=2∠B，求AB，BC的长．,0,1,0,0,0,0,0
1253,如图所示，在Rt△ABC中，∠C=90°，D是AC边上一点，AB=5，AC=4，若△ABC与△BDC相似，求CD的长．,0,1,0,0,0,0,0
939,（2019春?天河区校级月考）如图，四边形ABCD是正方形，M是BC边上的一点，E是CD边的中点，AE平分∠DAM．（1）求证：AM=AD+MC；（2）若AD=4，求AM的长．,0,1,1,0,0,0,0
1000,（1）正方形ABCD中，AI平分∠BAC，交BD于I，求证：ID=CD．（2）正方形ABCD中，E、F分别是BC和BA延长线上的点，AF=CE，IF平分∠BFE，求证：ID=CD．,0,1,1,0,0,0,0
529,已知：如图，在四边形ABCD中，对角线AC平分∠BAD交BD于点O，且BO=DO，OE⊥AB，OF⊥AD，垂足分别为E，F．（1）求证：△ABD是等腰三角形；（2）若BA=BC，求证：四边形ABCD是平行四边形．,0,1,0,0,1,0,1
668,（2018春?孝感期末）如图，点E，F为?ABCD的对角线BD上的两点，连接AE，CF，∠AEB=∠CFD．求证：AE=CF．,0,1,0,0,1,0,0
916,如图，△ABC中，点O是AC上一动点，过点O作直线MN∥BC，设MN交∠ACB的平分线于点E，交∠ACH的平分线于点F．（1）证明：EO=FO；（2）当点O运动到何处时，四边形AECF是矩形；（3）当O是AC上怎样的点，且AC与BC具有什么关系时，四边形AECF为正方形．,0,1,1,0,0,0,0
49,如图，已知在平面直角坐标系中，B、C的坐标为（-10，0）、（-10，5），P、Q两点分别是x轴、y轴上的动点，且满足PQ=OC，问P、Q点运动到何处时，△OBC才能和以P、Q、O为顶点的三角形全等．,0,1,0,0,0,0,0
1484,（2018秋?双台子区期末）如图，在△ABC中，∠BAC=90°，AD⊥BC于点D，BE交AD于点F，交AC于点E，若BE平分∠ABC，试判断△AEF的形状，并说明理由．,0,1,0,0,0,0,0
620,（2019春?西湖区校级月考）如图，平行四边形ABCD中，AP，BP分别平分∠DAB和∠CBA，交于DC边上点P，AD=5．（1）求线段AB的长．（2）若BP=6；求△ABP的周长．,0,0,0,0,1,0,0
434,（2017秋?桂平市期末）如图，已知直线AB和CD相交于点O，OM平分∠BOD，∠DON与∠DOM互余．（1）写出∠DON的余角；（2）若∠AOC=50°，ON平分∠AOD吗？请说明理由．,0,0,0,0,0,0,1
363,如图所示，在梯形ABCD中，AB∥CD，两对角线交于M，若AD=BD，AC=AB，∠ADB=90°，试说明：（1）∠CAB=30°；（2）BM=BC．,0,1,0,0,0,1,0
1446,如图．长方形ABCD长为10厘米，宽为6厘米，M为BC的中点，三角形PMD面积为25平方厘米．那么三角形APD的面积为多少平方厘米？,0,0,1,0,0,0,0
622,（2019秋?瑞安市月考）已知：如图，在?ABCD中，E，F为BC上的两点，且BE=CF，AF=DE（1）求证：△ABF≌△DCE；（2）若DE平分∠ADC，求∠ADE的度数．,0,1,0,0,1,0,0
591,如图，在?ABCD中，对角线AC、BD相交成的锐角为α，若AC=a，BD=b，试用含a，b，α的式子表示?ABCD的面积．,0,1,0,0,1,0,0
390,（2019春?历城区期末）如图，在△ABC中，AB=BC，∠ABC=110°，AB的垂直平分线DE交AC于点D，连接BD，求∠DBA的度数．,1,1,0,0,0,0,0
1464,如图，在矩形ABCD中，AB=6cm，BD=10cm（1）求AD的长度；（2）求A到BD的距离AG的长．,0,0,1,0,0,0,0
155,如图，已知△ABC≌△DEF，AB与DE是对应边，∠ACB与∠F是对应角．（1）求证：∠A=∠D．（2）求证：BE=CF．,0,1,0,0,0,0,0
680,（2018春?怀柔区期末）如图，这是怀柔城区地图的一部分，其中的这段青春路和开放路互相平行吗？请你在地图上画出图形，验证你的结论，并说明理由．,0,0,0,0,0,1,0
905,矩形ABCD四个内角平分线组成四边形MFNE，求证：四边形MFNE是正方形．,0,0,1,0,0,0,0
236,如图，已知△ABC≌△AED，∠E=∠B，∠C=∠ADE，若∠BAD=1/3∠EAD=30°，求∠DAC的度数．,0,1,0,0,0,0,0
973,如图，以△ABC的边AC、AB为一边，分别向三角形的外侧分别作正方形ACFG和正方形ABDE．连接DF，取DF中点M，请问点M是否在边BC的垂直平分线上．,0,1,1,0,0,0,0
226,如图所示，已知△ABE≌△ACD．（1）如果BE=6，DE=2，求BC的长；（2）如果∠BAC=75°，∠BAD=30°，求∠DAE的度数．,0,1,0,0,0,0,0
748,如图，已知AD∥BC，∠1=∠2，说明BE∥DF的理由．,0,0,0,0,0,1,0
1480,如图，已知：在矩形ABCD中，DF平分∠ADC，交AC于E，交BC于F，∠BDF=15°，求：∠ODC和∠BOF的度数．,0,0,1,0,0,0,0
534,如图，在△ABC中，D、E分别在AB、AC上，并且DE∥BC，BE和CD交于点F，过点C点引CG∥EB，交AF的延长线于G，连接BG．求证：（1）四边形BGCF为平行四边形．（2）直线AF平分BC．,0,0,0,0,1,0,0
657,（2018秋?顺义区期末）如图，在平行四边形ABCD中，AB=4，BC=3，过点B作BE⊥CD于E，连接AE，∠AEB=60°，F为AE上一点，且∠BFE=∠C．（1）求证：△ABF∽△EAD；（2）求AE的长；（3）求BF的长．,0,1,0,0,1,0,0
503,如图，直线AB，CD相交于点O，OE是∠BOD的平分线．∠AOC=∠COB-40°，求∠AOE的度数．,0,0,0,0,0,0,1
1453,如图，点E是矩形ABCD边延长线上一点，且AB=6，BC=10，CE=8，过点A作DE的平行线交BC于点F．（1）求线段DE的长；（2）求证：四边形AFED是菱形．,0,0,1,1,0,0,0
371,如图，矩形ABCD中，E是AD上一点，BC=BE=2CD，求∠DCE的度数．,0,1,1,0,0,0,0
297,如图，在△ABC中，∠BAC=120°，AB=AC，BC=12，AC的垂直平分线EF交AC于点E，交BC于点F，连接AF．（1）求证：AB⊥AF；（2）求AF的长度．,1,1,0,0,0,0,0
55,如图，已知AE=CF，AD=BC，DF=BE．（1）问：△ADF与△CBE全等吗？请说明理由．（2）如图，如果将△BEC沿CA方向平行移动，可有下面3幅图，如果上面的条件不变，结论仍然成立吗？请选择其中一幅图说明．,0,1,0,0,0,0,0
1255,如果把两条直角边分别为30cm，40cm的直角三角形按相似比3：5进行缩小，得到的直角三角形的两条直角边的长和面积各是多少？,0,1,0,0,0,0,0
1010,如图所示，正方形ABCD的面积为6，AE=2ED且EF=3FC，求三角形ABF的面积？,0,0,1,0,0,0,0
205,如图，△ABC≌△EFD，∠A与∠E是对应角．（1）填空：那么，∠BCA与∠FDE是对应角，AC与ED是对应边；（2）若∠A=45°，∠B=42°，AD=3cm，求∠EDF的度数和EC的长．,0,1,0,0,0,0,0
480,下面各图中的直线都相交于一点，请观察图并填写下表．若n（n为大于1的整数）条直线相交于一点．则共有多少对对顶角？共有多少对邻补角？,0,0,0,0,0,0,1
306,如图．在△ABC中，∠ACB=90°．CD是AB边上的高．∠A=30°．想一想：BD与AB有怎样的数量关系．,0,1,0,0,0,0,0
356,如图，在△ABC中，∠ACB=90°，∠A=15°，AB=8cm，CD为AB的中线，求△ABC的面积．,0,1,0,0,0,0,0
379,如图，等腰直角三角形ABC斜边AB为2?2，过点C作直线l平行AB，点D在直线l上，且AD=AB，求CD的长．,0,1,0,0,0,0,0
1069,如图，点A是一个半径为300米的圆形公园的中心，在公园附近有B，C两村庄，AC的距离为700米，现要在B，C两村庄之间修一笔直公路将两村连通，现测得∠C=30°，问此公路是否会穿过该公园？请通过计算进行说明．,0,1,0,0,0,0,0
394,（2018秋?朝阳区期末）如图，在△ABC中，AB=AC，D是三角形内一点，连接AD，BD，CD，∠BDC=90°，∠DBC=45°．（1）求证：∠BAD=∠CAD；（2）求∠ADB的度数．,0,1,0,0,0,0,0
926,如图，在矩形ABCD中，AE、BE、CG、DG分别是各内角的平分线，E、F、G、H分别为它们的交点．求证：四边形EFGH是正方形．,0,0,1,0,0,0,0
992,如图，正方形ABCD中，点E在CD上（与点C、D不重合），连接AE，作BF∥AE，交直线CD于点F，过点F作FG⊥BD于点G，连接AG、EG．（1）猜想△AGE的形状，并证明；（2）若点E在DC的延长线上，且∠AGF=120°，AD=2，请在备用图中画出图形，并求DG的长度．,0,0,1,0,0,0,0
606,在四边形ABCD中，AD∥BC，且AD=15cm，BC=10cm，点P、Q分别从A、C同时出发，点P以2cm/s的速度从A向D运动，点Q从点C以4cm/s的速度向B运动，设运动时间为t（s），且当其中一点到达终点时，另一点也随之停止．（1）当t为何值时，PQ∥CD？（2）当t为何值时，四边形ABQP是平行四边形？,0,0,0,0,1,0,0
1004,已知：正方形ABCD中，M、N分别是BC、AP的中点，问△PQM的形状并说明理由．,0,0,1,0,0,0,0
1234,如图，已知D、E分别在△ABC的边AB、AC上，D为AB的中点，AE：EC=2：1，△ADE∽△ACB，且∠ADE=∠C，求DE/BC的值．,0,1,0,0,0,0,0
1179,已知△ABC∽△A1B1C1，且AB：BC：AC=4：6：9，△A1B1C1的最短边长为12．求它另外两边的长．,0,1,0,0,0,0,0
181,如图，△ABC≌△DEC，CA和CD，CB和CE是对应边，∠ACD和∠BCE相等吗？为什么？,0,1,0,0,0,0,0
287,如图：△ABF≌△DCE，写出相等的线段．,0,1,0,0,0,0,0
1353,如图，△ABC中，D、E分别是AB，AC边上的中点，连接DE并延长使EF=DE，连接DC、CF、AF（1）四边形ADCF时怎样的四边形？证明你的结论；（2）当△ABC满足什么条件时，四边形ADCF是矩形？,0,0,1,0,1,0,0
1389,（2019春?平谷区期末）如图，矩形ABCD中，对角线AC，BD交于点O，∠BAC=60°，过O点作OM⊥AD于M点，求证：OM=1/2OB．,0,1,1,0,0,0,0
1078,（2019春?莱州市期末）如图，在边长为4的正方形ABCD中，动点E以每秒1个单位长度的速度从点A开始沿边AB向点B运动，动点F以每秒2个单位长度的速度从点B开始沿边BC向点C运动，动点E比动点F先出发1秒，其中一个动点到达终点时，另一个动点也随之停止运动设点F的运动时间为t秒．（1）如图1，连接DE，AF．若DE⊥AF，求t的值；（2）如图2，连结EF，DF．当t为何值时，△EBF∽△DCF？,0,1,1,0,0,0,0
357,如图，△ABC中，AB=AC=2，∠B=15°，求等腰△ABC腰上高的值．,0,1,0,0,0,0,0
927,如图，已知四边形ABCD、A1B1C1D1都是正方形，A2、B2、C2、D2分别是AA1、BB1、CC1、DD1的中点．求证：四边形A2B2C2D2是正方形．,0,1,1,0,0,0,0
1193,要做两个形状相同的三角形框架，其中一个的三边长分别为3cm、4cm、5cm，另一个三角形的一边长为6cm，求它的另两条边长x和y．,0,1,0,0,0,0,0
477,如图，直线AB与CD相交于点O，若∠AOD=70°，∠BOE-∠BOC=50°，求∠DOE的度数．,0,0,0,0,0,0,1
1131,如图所示，AB⊥BD，CD⊥BD，AB=6，CD=4，BD=k，点P在BD上移动，保持∠APC=90°，但不与点B和点D重合．（1）当k=14时，请问在BD上存在多少个P点，使以P，C，D为顶点的三角形与△ABP相似？并求BP的长．（2）已知在BD上至少存在一个P点，使以P，C，D为顶点的三角形与△ABP相似，求k的取值范围．,0,1,0,0,0,0,0
1100,如图，在边长为1的正方形网格中有A、B、C、D、E五个点，问：△ABC与△ADE是否相似？为什么？,0,1,0,0,0,0,0
570,如图，分别以△ABC的三边向外作等边三角形：△ABD，△BCE，△ACF，连接DE，EF．（1）求证：四边形ADEF是平行四边形；（2）对于任意的△ABC，?ADEF是否始终存在？,0,0,0,0,1,0,0
1463,如图，在矩形ABCD中，以点B为圆心，BC长为半径画弧，交AD边于点E，连接BE，过C点作CF⊥BE，垂足为F（1）猜想线段BF与图中现有的哪一条线段相等，并加以证明．（2）求证：FE=ED．,0,0,1,0,0,0,0
1254,如图，△ABC∽△A′B′C′，AD、A′D′分别是它们的中线，求证：AD：A′D′=AB：A′B′．,0,1,0,0,0,0,0
283,如图，已知△ABC≌DCB．（1）分别写出对应角和对应边；（2）请说明∠1=∠2的理由．,0,1,0,0,0,0,0
78,如图，在△ADE中，∠CAE=∠BAD，AC=AE．（1）若添加条件：AB=AD，可用“SAS”推得△ABC≌△ADE；（2）若添加条件：∠C=∠E，可用“ASA”推得△ABC≌△ADE．,0,1,0,0,0,0,0
156,如图，△AOC≌△BOD，∠C与∠D是对应角，AC与BD是对应边，AC=8cm，AD=10cm，OD=OC=2cm，求OB的长．,0,1,0,0,0,0,0
1135,如图，在△ABC中，AD、BE分别是BC、AC上的高．（1）求证：CD?BC=CE?AC；（2）连接DE，那么△CDE与△CAB相似吗？为什么？,0,1,0,0,0,0,0
152,如图，已知△ABC≌△DEC，求证：BD-AE=2EC．,0,1,0,0,0,0,0
1186,在△ABC中，AB=6，AC=8，点D、E分别是AB、AC边上的点，且AD=2，连接DE，若△ADE与△ABC相似，求AE的长．,0,1,0,0,0,0,0
865,如图，AB∥CD，试找出∠B、∠C、∠BEC三者之间的数量关系．,0,0,0,0,0,1,0
1447,如图，BD为矩形ABCD的一条对角线，延长BC至E，使CE=BD，连接AE．若AB=1，∠AEB=15°，求BD的长度．,0,1,1,0,0,0,0
387,在△ABC中，∠ACB=90°，∠A=30°，CD⊥AB．（1）若BD=8，求AB的长；（2）若AB=8．求BD的长．,0,1,0,0,0,0,0
1128,根据下列条件，判断△ABC与△A′B′C′是否相似，并说明理由：AB=10cm，BC=12cm，AC=15cm，A′B′=150cm，B′C′=180cm，A′C′=225cm．,0,1,0,0,0,0,0
524,（2018春?大竹县期末）如图1-4，在△ABC中，AM是中线，D是AM所在直线上的一个动点（不与点A重合），DE∥AB交AC所在直线于点F，CE∥AM，连接BD，AE．（1）如图1，当点D与点M重合时，观察发现：△ABM向右平移1/2BC到了△EDC的位置，此时四边形ABDE是平行四边形．请你给予验证；（2）如图2，图3，图4，是当点D不与点M重合时的三种情况，你认为△ABM应该平移到什么位置？直接在图中画出来．此时四边形ABDE还是平行四边形吗？请你选择其中一种情况说明理由．,0,0,0,0,1,0,0
410,若经过一个三角形某一顶点的一条直线可把它分成两个小等腰三角形，那么我们称该三角形为等腰三角形过该顶点的生成三角形．（1）如图，在等腰Rt△ABC中，AB=AC，∠A=90°，请问△ABC是否是生成三角形？请你说明理由．（2）若△ABC是等腰三角形过顶点B的生成三角形，∠C是其最小的内角，请探求∠ABC与∠C之间的关系．,0,1,0,0,0,0,0
501,如图，∠1与∠2为对顶角，∠AOE=90°，∠BOC=5∠DOE，求∠2的度数．,0,0,0,0,0,0,1
816,如图所示，点B为△AEC的边AC上一点（点B不与点A、C重合），连接EB，射钱BF∥EC交AE于点F，过点A作∠EAD=∠BEA，交线段BF的延长线于点D．（1）请补全图形；（2）求证：∠BEC=∠ADB．,0,0,0,0,0,1,0
870,（2018春?黄岛区期末）七巧板是我们祖先的一项卓越创造，用它可以拼出多种图形，请你根据下列要求拼图：（画出示意图并标明每块板的标号，在拼图时应注意：相邻的两块板之间无空隙、无重叠）（1）用七巧板中标号为①②③的三块板拼成一个等腰直角三角形；（2）选择七巧板中的三块板拼成一个正方形．,0,1,1,0,0,0,0
209,如图，已知△ABC≌△BAD，AD与BC交于点E，试说明△ABE是等腰三角形．,0,1,0,0,0,0,0
1388,（2019春?蜀山区期末）如图1，矩形ABCD中，AB=2，BC=3，过对角线AC中点O的直线分别交边BC、AD于点E、F（1）求证：四边形AECF是平行四边形；（2）如图2，当EF⊥AC时，求EF的长度．,0,1,1,0,1,0,0
453,如图，直线AB，CD相交于点O，且∠1=∠2，已知∠2：∠3=2：5，求∠4、∠AOC的度数．,0,0,0,0,0,0,1
128,如图，D是线段BE的中点，∠C=∠F，∠B=∠E．请你在图中找出一对全等三角形，并说明理由．,0,1,0,0,0,0,0
573,已知：在四边形ABCD中，对角线AC、BD恰好平分这个四边形的面积．求证：这个四边形是平行四边形．,0,1,0,0,1,0,0
386,如图，在Rt△ABC中，∠ACB=90°，CD垂直于AB，垂足为点D，DB=1/2BC，求∠A的度数．,0,1,0,0,0,0,0
1025,已知四边形ABCD是正方形，四边形AEFG是菱形．（1）如图1，若点F在正方形ABCD内部，AF平分∠BAD，求证：DG=BE．（2）如图2，若点F在线段BA的延长线上，∠ADG=∠ABE，DE=?5，AE=?2，求AB的长．,0,1,1,1,0,0,0
682,（2017春?闽侯县校级月考）如图，已知∠1=∠2，试说明AB∥CD．,0,0,0,0,0,1,1
1188,已知△ABC∽△A′B′C′，AD是△ABC的中线，A′D′是△A′B′C′的中线，若AD/A′D′=1/2，且△ABC的周长为20cm，求△A′B′C′的周长．,0,1,0,0,0,0,0
1466,如图，O为矩形ABCD对角线的交点，DE∥AC，CE∥BD．（1）若AB=6，BC=8，求四边形OCED的面积．（2）若∠ACB=30°，菱形OCED的面积为18?3，求AC的长．,0,0,1,1,0,0,0
1180,已知△ABC∽△A1B1C1，相似比为2/3，且AB=4，BC=5，A1C1=9，求A1B1、B1C1和AC的长．,0,1,0,0,0,0,0
